i,t,m,Rural
5302012012006201,2010-11,Zanzibar,1
53020120120065,2008-09,Zanzibar,0
5302012012006501,2010-11,Zanzibar,1
53020120120072,2008-09,Zanzibar,0
5302012012007201,2010-11,Zanzibar,1
5302012012007207,2010-11,Zanzibar,0
53020150090006,2008-09,Zanzibar,0
5302015009000604,2010-11,Zanzibar,1
53020150090013,2008-09,Zanzibar,0
5302015009001301,2010-11,Zanzibar,1
53020150090042,2008-09,Zanzibar,0
5302015009004201,2010-11,Zanzibar,1
5302015009004203,2010-11,Zanzibar,1
53020150090047,2008-09,Zanzibar,0
5302015009004701,2010-11,Zanzibar,1
53020150090055,2008-09,Zanzibar,0
5302015009005501,2010-11,Zanzibar,1
5302015009005511,2010-11,Zanzibar,1
53020150090065,2008-09,Zanzibar,0
5302015009006501,2010-11,Zanzibar,1
53020150090067,2008-09,Zanzibar,0
5302015009006701,2010-11,Zanzibar,1
5302015009006703,2010-11,Zanzibar,1
53020150090068,2008-09,Zanzibar,0
5302015009006801,2010-11,Zanzibar,1
53020190080034,2008-09,Zanzibar,0
5302019008003401,2010-11,Zanzibar,1
53020190080036,2008-09,Zanzibar,0
5302019008003601,2010-11,Zanzibar,1
53020190080044,2008-09,Zanzibar,0
5302019008004401,2010-11,Zanzibar,1
53020190080048,2008-09,Zanzibar,0
5302019008004801,2010-11,Zanzibar,1
53020190080059,2008-09,Zanzibar,0
5302019008005901,2010-11,Zanzibar,1
53020190080062,2008-09,Zanzibar,0
5302019008006201,2010-11,Zanzibar,1
5302019008006203,2010-11,Zanzibar,1
5302019008006205,2010-11,Zanzibar,0
53020190080065,2008-09,Zanzibar,0
5302019008006501,2010-11,Zanzibar,1
53020190080072,2008-09,Zanzibar,0
5302019008007201,2010-11,Zanzibar,1
53020200240009,2008-09,Zanzibar,0
5302020024000901,2010-11,Zanzibar,1
53020200240016,2008-09,Zanzibar,0
5302020024001601,2010-11,Zanzibar,1
53020200240023,2008-09,Zanzibar,0
5302020024002301,2010-11,Zanzibar,1
53020200240045,2008-09,Zanzibar,0
5302020024004501,2010-11,Zanzibar,1
53020200240050,2008-09,Zanzibar,0
5302020024005001,2010-11,Zanzibar,1
53020200240063,2008-09,Zanzibar,0
5302020024006301,2010-11,Zanzibar,1
53020200240074,2008-09,Zanzibar,0
5302020024007401,2010-11,Zanzibar,1
53020200240084,2008-09,Zanzibar,0
5302020024008401,2010-11,Zanzibar,1
53020310010047,2008-09,Zanzibar,0
5302031001004701,2010-11,Zanzibar,1
53020310010050,2008-09,Zanzibar,0
5302031001005001,2010-11,Zanzibar,1
5302031001005002,2010-11,Zanzibar,1
53020310010054,2008-09,Zanzibar,0
5302031001005401,2010-11,Zanzibar,1
53020310010065,2008-09,Zanzibar,0
5302031001006501,2010-11,Zanzibar,1
53020310010067,2008-09,Zanzibar,0
5302031001006701,2010-11,Zanzibar,1
53020310010086,2008-09,Zanzibar,0
53020310010090,2008-09,Zanzibar,0
5302031001009001,2010-11,Zanzibar,1
53020310010091,2008-09,Zanzibar,0
5302031001009101,2010-11,Zanzibar,1
53020330040006,2008-09,Zanzibar,0
5302033004000601,2010-11,Zanzibar,1
5302033004000603,2010-11,Zanzibar,1
5302033004000604,2010-11,Zanzibar,1
53020330040050,2008-09,Zanzibar,0
5302033004005002,2010-11,Zanzibar,1
5302033004005006,2010-11,Zanzibar,0
53020330040054,2008-09,Zanzibar,0
5302033004005401,2010-11,Zanzibar,1
53020330040055,2008-09,Zanzibar,0
5302033004005501,2010-11,Zanzibar,1
5302033004005502,2010-11,Zanzibar,1
53020330040086,2008-09,Zanzibar,0
5302033004008601,2010-11,Zanzibar,1
53020330040090,2008-09,Zanzibar,0
5302033004009001,2010-11,Zanzibar,1
53020330040091,2008-09,Zanzibar,0
5302033004009101,2010-11,Zanzibar,1
53020330040114,2008-09,Zanzibar,0
5302033004011401,2010-11,Zanzibar,1
5303-001,2014-15,Dar Es Salaam,0
5313-001,2014-15,Dar Es Salaam,0
5314-001,2014-15,Dar Es Salaam,0
5316-001,2014-15,Dar Es Salaam,0
5317-001,2014-15,Dar Es Salaam,0
5318-001,2014-15,Dar Es Salaam,0
5319-001,2014-15,Dar Es Salaam,0
5320-001,2014-15,Dar Es Salaam,0
5323-001,2014-15,Dar Es Salaam,0
5332-001,2014-15,Dar Es Salaam,0
5333-001,2014-15,Dar Es Salaam,0
5334-001,2014-15,Dar Es Salaam,0
5335-001,2014-15,Dar Es Salaam,0
5336-001,2014-15,Dar Es Salaam,0
5337-001,2014-15,Dar Es Salaam,0
5339-001,2014-15,Dar Es Salaam,0
5340-001,2014-15,Dar Es Salaam,0
5351-001,2014-15,Dar Es Salaam,0
5352-001,2014-15,Dar Es Salaam,0
5353-001,2014-15,Dar Es Salaam,0
5354-001,2014-15,Dar Es Salaam,0
5355-001,2014-15,Dar Es Salaam,0
5357-001,2014-15,Dar Es Salaam,0
5358-001,2014-15,Dar Es Salaam,0
5361-001,2014-15,Dar Es Salaam,0
5370-001,2014-15,Dar Es Salaam,0
5372-001,2014-15,Dar Es Salaam,0
5373-001,2014-15,Dar Es Salaam,0
5374-001,2014-15,Dar Es Salaam,0
5375-001,2014-15,Dar Es Salaam,0
5376-001,2014-15,Dar Es Salaam,0
5377-001,2014-15,Dar Es Salaam,0
5379-001,2014-15,Dar Es Salaam,0
5391-001,2014-15,Dar Es Salaam,0
5392-001,2014-15,Dar Es Salaam,0
5393-001,2014-15,Dar Es Salaam,0
5395-001,2014-15,Dar Es Salaam,0
5396-001,2014-15,Dar Es Salaam,0
5397-001,2014-15,Dar Es Salaam,0
5399-001,2014-15,Dar Es Salaam,0
5400-001,2014-15,Dar Es Salaam,0
54010010020009,2008-09,Zanzibar,0
5401001002000901,2010-11,Zanzibar,1
54010010020016,2008-09,Zanzibar,0
5401001002001601,2010-11,Zanzibar,1
54010010020023,2008-09,Zanzibar,0
5401001002002301,2010-11,Zanzibar,1
54010010020035,2008-09,Zanzibar,0
5401001002003501,2010-11,Zanzibar,1
54010010020050,2008-09,Zanzibar,0
5401001002005001,2010-11,Zanzibar,1
54010010020063,2008-09,Zanzibar,0
5401001002006301,2010-11,Zanzibar,1
54010010020074,2008-09,Zanzibar,0
5401001002007401,2010-11,Zanzibar,1
54010010020084,2008-09,Zanzibar,0
5401001002008401,2010-11,Zanzibar,1
54010030510010,2008-09,Zanzibar,1
5401003051001001,2010-11,Zanzibar,1
5401003051001005,2010-11,Zanzibar,1
54010030510014,2008-09,Zanzibar,1
5401003051001401,2010-11,Zanzibar,1
5401003051001402,2010-11,Zanzibar,1
54010030510026,2008-09,Zanzibar,1
5401003051002601,2010-11,Zanzibar,1
54010030510034,2008-09,Zanzibar,1
5401003051003401,2010-11,Zanzibar,1
54010030510036,2008-09,Zanzibar,1
5401003051003601,2010-11,Zanzibar,1
54010030510038,2008-09,Zanzibar,1
5401003051003801,2010-11,Zanzibar,1
54010030510044,2008-09,Zanzibar,1
5401003051004401,2010-11,Zanzibar,1
54010030510049,2008-09,Zanzibar,1
5401003051004901,2010-11,Zanzibar,1
54010070440028,2008-09,Zanzibar,1
5401007044002801,2010-11,Zanzibar,1
54010070440040,2008-09,Zanzibar,1
5401007044004001,2010-11,Zanzibar,1
54010070440042,2008-09,Zanzibar,1
5401007044004201,2010-11,Zanzibar,1
54010070440044,2008-09,Zanzibar,1
5401007044004401,2010-11,Zanzibar,1
54010070440058,2008-09,Zanzibar,1
5401007044005801,2010-11,Zanzibar,1
54010070440068,2008-09,Zanzibar,1
5401007044006801,2010-11,Zanzibar,1
54010070440078,2008-09,Zanzibar,1
5401007044007801,2010-11,Zanzibar,1
54010070440089,2008-09,Zanzibar,1
5401007044008901,2010-11,Zanzibar,1
54010110320028,2008-09,Zanzibar,1
5401011032002801,2010-11,Zanzibar,1
54010110320034,2008-09,Zanzibar,1
5401011032003401,2010-11,Zanzibar,1
54010110320035,2008-09,Zanzibar,1
5401011032003501,2010-11,Zanzibar,1
54010110320040,2008-09,Zanzibar,1
5401011032004001,2010-11,Zanzibar,1
54010110320044,2008-09,Zanzibar,1
5401011032004401,2010-11,Zanzibar,1
5401011032004403,2010-11,Dar Es Salaam,1
54010110320054,2008-09,Zanzibar,1
5401011032005402,2010-11,Zanzibar,1
54010110320058,2008-09,Zanzibar,1
5401011032005801,2010-11,Zanzibar,1
54010110320059,2008-09,Zanzibar,1
5401011032005901,2010-11,Zanzibar,1
54010160140006,2008-09,Zanzibar,0
5401016014000601,2010-11,Zanzibar,1
5401016014000602,2010-11,Zanzibar,1
54010160140008,2008-09,Zanzibar,0
5401016014000801,2010-11,Zanzibar,1
54010160140011,2008-09,Zanzibar,0
5401016014001101,2010-11,Zanzibar,1
54010160140013,2008-09,Zanzibar,0
5401016014001301,2010-11,Zanzibar,1
5401016014001302,2010-11,Zanzibar,1
54010160140042,2008-09,Zanzibar,0
5401016014004201,2010-11,Zanzibar,1
54010160140047,2008-09,Zanzibar,0
5401016014004701,2010-11,Zanzibar,1
54010160140050,2008-09,Zanzibar,0
5401016014005001,2010-11,Zanzibar,1
54010160140055,2008-09,Zanzibar,0
5401016014005501,2010-11,Zanzibar,1
54010170080036,2008-09,Zanzibar,0
5401017008003601,2010-11,Zanzibar,1
54010170080044,2008-09,Zanzibar,0
5401017008004401,2010-11,Zanzibar,1
54010170080048,2008-09,Zanzibar,0
5401017008004801,2010-11,Zanzibar,1
54010170080049,2008-09,Zanzibar,0
5401017008004901,2010-11,Zanzibar,1
54010170080059,2008-09,Zanzibar,0
5401017008005901,2010-11,Zanzibar,1
5401017008005903,2010-11,Dar Es Salaam,0
54010170080062,2008-09,Zanzibar,0
5401017008006201,2010-11,Zanzibar,1
54010170080068,2008-09,Zanzibar,0
5401017008006801,2010-11,Zanzibar,1
54010170080072,2008-09,Zanzibar,0
5401017008007201,2010-11,Zanzibar,1
54020030220016,2008-09,Zanzibar,1
5402003022001601,2010-11,Zanzibar,1
54020030220035,2008-09,Zanzibar,1
5402003022003501,2010-11,Zanzibar,1
54020030220045,2008-09,Zanzibar,1
5402003022004501,2010-11,Zanzibar,1
54020030220063,2008-09,Zanzibar,1
5402003022006301,2010-11,Zanzibar,1
54020030220075,2008-09,Zanzibar,1
5402003022007501,2010-11,Zanzibar,1
5402003022007502,2010-11,Zanzibar,1
54020030220084,2008-09,Zanzibar,1
5402003022008401,2010-11,Zanzibar,1
5402003022008403,2010-11,Zanzibar,0
54020030220088,2008-09,Zanzibar,1
5402003022008801,2010-11,Zanzibar,1
54020030220110,2008-09,Zanzibar,1
5402003022011001,2010-11,Zanzibar,1
54020050130006,2008-09,Zanzibar,1
5402005013000601,2010-11,Zanzibar,1
54020050130050,2008-09,Zanzibar,1
5402005013005001,2010-11,Zanzibar,1
54020050130054,2008-09,Zanzibar,1
5402005013005401,2010-11,Zanzibar,1
5402005013005407,2010-11,Zanzibar,1
54020050130055,2008-09,Zanzibar,1
5402005013005501,2010-11,Zanzibar,1
54020050130086,2008-09,Zanzibar,1
5402005013008601,2010-11,Zanzibar,1
54020050130090,2008-09,Zanzibar,1
5402005013009001,2010-11,Zanzibar,1
54020050130091,2008-09,Zanzibar,1
5402005013009101,2010-11,Zanzibar,1
54020050130114,2008-09,Zanzibar,1
5402005013011401,2010-11,Zanzibar,1
54020090420002,2008-09,Zanzibar,1
5402009042000201,2010-11,Zanzibar,1
54020090420009,2008-09,Zanzibar,1
5402009042000901,2010-11,Zanzibar,1
5402009042000903,2010-11,Zanzibar,1
54020090420015,2008-09,Zanzibar,1
5402009042001501,2010-11,Zanzibar,1
54020090420016,2008-09,Zanzibar,1
5402009042001601,2010-11,Zanzibar,1
54020090420029,2008-09,Zanzibar,1
5402009042002901,2010-11,Zanzibar,1
54020090420035,2008-09,Zanzibar,1
5402009042003501,2010-11,Zanzibar,1
54020090420045,2008-09,Zanzibar,1
5402009042004501,2010-11,Zanzibar,1
54020090420063,2008-09,Zanzibar,1
5402009042006301,2010-11,Zanzibar,1
54020130160006,2008-09,Zanzibar,1
5402013016000601,2010-11,Zanzibar,1
54020130160008,2008-09,Zanzibar,1
5402013016000801,2010-11,Zanzibar,1
54020130160011,2008-09,Zanzibar,1
5402013016001101,2010-11,Zanzibar,1
54020130160019,2008-09,Zanzibar,1
5402013016001901,2010-11,Zanzibar,1
54020130160032,2008-09,Zanzibar,1
5402013016003201,2010-11,Zanzibar,1
54020130160038,2008-09,Zanzibar,1
5402013016003801,2010-11,Zanzibar,1
5402013016003804,2010-11,Zanzibar,1
5402013016003809,2010-11,Zanzibar,1
54020130160039,2008-09,Zanzibar,1
5402013016003901,2010-11,Zanzibar,1
54020130160042,2008-09,Zanzibar,1
5402013016004201,2010-11,Zanzibar,1
5408-001,2014-15,Dar Es Salaam,0
5409-001,2014-15,Dar Es Salaam,0
5410-001,2014-15,Dar Es Salaam,0
5411-001,2014-15,Dar Es Salaam,0
5412-001,2014-15,Dar Es Salaam,0
5413-001,2014-15,Dar Es Salaam,0
5414-001,2014-15,Dar Es Salaam,0
5415-001,2014-15,Dar Es Salaam,0
5427-001,2014-15,Dar Es Salaam,0
5428-001,2014-15,Dar Es Salaam,0
5429-001,2014-15,Dar Es Salaam,0
5430-001,2014-15,Dar Es Salaam,0
5431-001,2014-15,Dar Es Salaam,0
5432-001,2014-15,Dar Es Salaam,0
5433-001,2014-15,Dar Es Salaam,0
5434-001,2014-15,Dar Es Salaam,0
5446-001,2014-15,Dar Es Salaam,0
5447-001,2014-15,Dar Es Salaam,0
5448-001,2014-15,Dar Es Salaam,0
5449-001,2014-15,Dar Es Salaam,0
5450-001,2014-15,Dar Es Salaam,0
5451-001,2014-15,Dar Es Salaam,0
5456-001,2014-15,Dar Es Salaam,0
5458-001,2014-15,Dar Es Salaam,0
5467-001,2014-15,Dar Es Salaam,0
5468-001,2014-15,Dar Es Salaam,0
5469-001,2014-15,Dar Es Salaam,0
5471-001,2014-15,Dar Es Salaam,0
5473-001,2014-15,Dar Es Salaam,0
5474-001,2014-15,Dar Es Salaam,0
5475-001,2014-15,Dar Es Salaam,0
5476-001,2014-15,Dar Es Salaam,0
5484-001,2014-15,Dar Es Salaam,0
5485-001,2014-15,Dar Es Salaam,0
5486-001,2014-15,Dar Es Salaam,0
5487-001,2014-15,Dar Es Salaam,0
5488-001,2014-15,Dar Es Salaam,0
5489-001,2014-15,Dar Es Salaam,0
5490-001,2014-15,Dar Es Salaam,0
5491-001,2014-15,Dar Es Salaam,0
55010020310006,2008-09,Zanzibar,1
5501002031000601,2010-11,Zanzibar,1
55010020310050,2008-09,Zanzibar,1
5501002031005001,2010-11,Zanzibar,1
55010020310054,2008-09,Zanzibar,1
5501002031005401,2010-11,Zanzibar,1
5501002031005403,2010-11,Zanzibar,0
55010020310055,2008-09,Zanzibar,1
5501002031005501,2010-11,Zanzibar,1
55010020310091,2008-09,Zanzibar,1
5501002031009101,2010-11,Zanzibar,1
55010020310092,2008-09,Zanzibar,1
5501002031009201,2010-11,Zanzibar,1
55010020310114,2008-09,Zanzibar,1
5501002031011401,2010-11,Zanzibar,1
55010020310116,2008-09,Zanzibar,1
5501002031011601,2010-11,Zanzibar,1
55010040320002,2008-09,Zanzibar,1
5501004032000201,2010-11,Zanzibar,1
5501004032000203,2010-11,Zanzibar,0
55010040320009,2008-09,Zanzibar,1
5501004032000901,2010-11,Zanzibar,1
55010040320015,2008-09,Zanzibar,1
5501004032001501,2010-11,Zanzibar,1
55010040320016,2008-09,Zanzibar,1
5501004032001601,2010-11,Zanzibar,1
5501004032001602,2010-11,Zanzibar,1
55010040320029,2008-09,Zanzibar,1
5501004032002901,2010-11,Zanzibar,1
55010040320035,2008-09,Zanzibar,1
5501004032003501,2010-11,Zanzibar,1
55010040320045,2008-09,Zanzibar,1
5501004032004501,2010-11,Zanzibar,1
55010040320063,2008-09,Zanzibar,1
5501004032006301,2010-11,Zanzibar,1
55010070540010,2008-09,Zanzibar,1
5501007054001001,2010-11,Zanzibar,1
55010070540014,2008-09,Zanzibar,1
5501007054001401,2010-11,Zanzibar,1
5501007054001403,2010-11,Zanzibar,1
55010070540018,2008-09,Zanzibar,1
5501007054001801,2010-11,Zanzibar,1
55010070540026,2008-09,Zanzibar,1
5501007054002601,2010-11,Zanzibar,1
55010070540035,2008-09,Zanzibar,1
5501007054003501,2010-11,Zanzibar,1
55010070540036,2008-09,Zanzibar,1
5501007054003601,2010-11,Zanzibar,1
55010070540038,2008-09,Zanzibar,1
5501007054003801,2010-11,Zanzibar,1
55010070540048,2008-09,Zanzibar,1
5501007054004801,2010-11,Zanzibar,1
55010130090006,2008-09,Zanzibar,0
5501013009000601,2010-11,Zanzibar,1
55010130090013,2008-09,Zanzibar,0
5501013009001301,2010-11,Zanzibar,1
5501013009001304,2010-11,Zanzibar,1
55010130090047,2008-09,Zanzibar,0
5501013009004701,2010-11,Zanzibar,1
55010130090050,2008-09,Zanzibar,0
5501013009005001,2010-11,Zanzibar,1
55010130090054,2008-09,Zanzibar,0
5501013009005401,2010-11,Zanzibar,1
55010130090055,2008-09,Zanzibar,0
5501013009005501,2010-11,Zanzibar,1
55010130090065,2008-09,Zanzibar,0
5501013009006501,2010-11,Zanzibar,1
5501013009006504,2010-11,Zanzibar,1
55010130090068,2008-09,Zanzibar,0
5501013009006801,2010-11,Zanzibar,1
55010150050009,2008-09,Zanzibar,0
5501015005000901,2010-11,Zanzibar,1
55010150050015,2008-09,Zanzibar,0
5501015005001501,2010-11,Zanzibar,1
55010150050016,2008-09,Zanzibar,0
5501015005001601,2010-11,Zanzibar,1
55010150050023,2008-09,Zanzibar,0
5501015005002301,2010-11,Zanzibar,1
5501015005002303,2010-11,Zanzibar,1
55010150050029,2008-09,Zanzibar,0
5501015005002901,2010-11,Zanzibar,1
55010150050035,2008-09,Zanzibar,0
5501015005003501,2010-11,Zanzibar,1
55010150050045,2008-09,Zanzibar,0
5501015005004501,2010-11,Zanzibar,1
5501015005004507,2010-11,Zanzibar,1
55010150050050,2008-09,Zanzibar,0
5501015005005001,2010-11,Zanzibar,1
55010160110006,2008-09,Zanzibar,1
5501016011000601,2010-11,Zanzibar,1
55010160110050,2008-09,Zanzibar,1
5501016011005001,2010-11,Zanzibar,1
55010160110055,2008-09,Zanzibar,1
5501016011005501,2010-11,Zanzibar,1
55010160110086,2008-09,Zanzibar,1
5501016011008601,2010-11,Zanzibar,1
55010160110091,2008-09,Zanzibar,1
5501016011009101,2010-11,Zanzibar,1
55010160110114,2008-09,Zanzibar,1
5501016011011401,2010-11,Zanzibar,1
55010160110116,2008-09,Zanzibar,1
5501016011011601,2010-11,Zanzibar,1
55010160110133,2008-09,Zanzibar,1
5501016011013301,2010-11,Zanzibar,1
55010170230009,2008-09,Zanzibar,1
5501017023000901,2010-11,Zanzibar,1
55010170230016,2008-09,Zanzibar,1
5501017023001601,2010-11,Zanzibar,1
55010170230023,2008-09,Zanzibar,1
5501017023002301,2010-11,Zanzibar,1
55010170230035,2008-09,Zanzibar,1
5501017023003501,2010-11,Zanzibar,1
5501017023003503,2010-11,Zanzibar,1
55010170230050,2008-09,Zanzibar,1
5501017023005001,2010-11,Zanzibar,1
55010170230063,2008-09,Zanzibar,1
5501017023006301,2010-11,Zanzibar,1
55010170230074,2008-09,Zanzibar,1
5501017023007401,2010-11,Zanzibar,1
55010170230084,2008-09,Zanzibar,1
5501017023008401,2010-11,Zanzibar,1
55020010050034,2008-09,Zanzibar,0
5502001005003401,2010-11,Zanzibar,1
55020010050036,2008-09,Zanzibar,0
5502001005003601,2010-11,Zanzibar,1
55020010050044,2008-09,Zanzibar,0
5502001005004401,2010-11,Zanzibar,1
55020010050048,2008-09,Zanzibar,0
5502001005004801,2010-11,Zanzibar,1
5502001005004803,2010-11,Zanzibar,1
55020010050059,2008-09,Zanzibar,0
5502001005005901,2010-11,Zanzibar,1
55020010050062,2008-09,Zanzibar,0
5502001005006201,2010-11,Zanzibar,1
55020010050068,2008-09,Zanzibar,0
5502001005006801,2010-11,Zanzibar,1
5502001005006806,2010-11,Zanzibar,1
55020010050092,2008-09,Zanzibar,0
5502001005009201,2010-11,Zanzibar,1
5502001005009203,2010-11,Zanzibar,0
55020090220035,2008-09,Zanzibar,1
5502009022003501,2010-11,Zanzibar,1
55020090220045,2008-09,Zanzibar,1
5502009022004501,2010-11,Zanzibar,1
55020090220050,2008-09,Zanzibar,1
5502009022005001,2010-11,Zanzibar,1
55020090220063,2008-09,Zanzibar,1
5502009022006301,2010-11,Zanzibar,1
55020090220075,2008-09,Zanzibar,1
5502009022007501,2010-11,Zanzibar,1
55020090220084,2008-09,Zanzibar,1
5502009022008401,2010-11,Zanzibar,1
55020090220094,2008-09,Zanzibar,1
55020090220110,2008-09,Zanzibar,1
5502009022011001,2010-11,Zanzibar,1
55020133030034,2008-09,Zanzibar,0
5502013303003401,2010-11,Zanzibar,0
55020133030036,2008-09,Zanzibar,0
5502013303003601,2010-11,Zanzibar,0
55020133030044,2008-09,Zanzibar,0
5502013303004401,2010-11,Zanzibar,0
55020133030048,2008-09,Zanzibar,0
5502013303004801,2010-11,Zanzibar,0
55020133030062,2008-09,Zanzibar,0
5502013303006201,2010-11,Zanzibar,0
55020133030068,2008-09,Zanzibar,0
5502013303006801,2010-11,Zanzibar,0
55020133030072,2008-09,Zanzibar,0
5502013303007201,2010-11,Zanzibar,0
55020133030097,2008-09,Zanzibar,0
5502013303009701,2010-11,Zanzibar,0
55020180210028,2008-09,Zanzibar,1
5502018021002801,2010-11,Zanzibar,0
55020180210034,2008-09,Zanzibar,1
5502018021003401,2010-11,Zanzibar,1
55020180210042,2008-09,Zanzibar,1
5502018021004201,2010-11,Zanzibar,0
55020180210054,2008-09,Zanzibar,1
5502018021005401,2010-11,Zanzibar,0
55020180210058,2008-09,Zanzibar,1
5502018021005801,2010-11,Zanzibar,0
55020180210059,2008-09,Zanzibar,1
5502018021005902,2010-11,Zanzibar,0
5502018021005905,2010-11,Zanzibar,1
55020180210068,2008-09,Zanzibar,1
5502018021006801,2010-11,Zanzibar,0
5502018021006807,2010-11,Zanzibar,0
55020180210078,2008-09,Zanzibar,1
5502018021007801,2010-11,Zanzibar,0
5503-001,2014-15,Dar Es Salaam,0
5505-001,2014-15,Dar Es Salaam,0
5507-001,2014-15,Dar Es Salaam,0
5509-001,2014-15,Dar Es Salaam,0
5510-001,2014-15,Dar Es Salaam,0
5511-001,2014-15,Dar Es Salaam,0
5513-001,2014-15,Dar Es Salaam,0
5514-001,2014-15,Dar Es Salaam,0
5522-001,2014-15,Dar Es Salaam,0
5523-001,2014-15,Dar Es Salaam,0
5524-001,2014-15,Dar Es Salaam,0
5525-001,2014-15,Dar Es Salaam,0
5526-001,2014-15,Dar Es Salaam,0
5527-001,2014-15,Dar Es Salaam,0
5528-001,2014-15,Dar Es Salaam,0
5529-001,2014-15,Dar Es Salaam,0
5541-001,2014-15,Dar Es Salaam,0
5543-001,2014-15,Dar Es Salaam,0
5544-001,2014-15,Dar Es Salaam,0
5545-001,2014-15,Dar Es Salaam,0
5546-001,2014-15,Dar Es Salaam,0
5547-001,2014-15,Dar Es Salaam,0
5548-001,2014-15,Dar Es Salaam,0
5550-001,2014-15,Dar Es Salaam,0
5560-001,2014-15,Dar Es Salaam,0
5562-001,2014-15,Dar Es Salaam,0
5563-001,2014-15,Dar Es Salaam,0
5564-001,2014-15,Dar Es Salaam,0
5565-001,2014-15,Dar Es Salaam,0
5566-001,2014-15,Dar Es Salaam,0
5567-001,2014-15,Dar Es Salaam,0
5570-001,2014-15,Dar Es Salaam,0
5579-001,2014-15,Dar Es Salaam,0
5580-001,2014-15,Dar Es Salaam,0
5581-001,2014-15,Dar Es Salaam,0
5582-001,2014-15,Dar Es Salaam,0
5584-001,2014-15,Dar Es Salaam,0
5585-001,2014-15,Dar Es Salaam,0
5586-001,2014-15,Dar Es Salaam,0
5588-001,2014-15,Dar Es Salaam,0
5598-001,2014-15,Dar Es Salaam,0
5601-001,2014-15,Dar Es Salaam,0
5602-001,2014-15,Dar Es Salaam,0
5603-001,2014-15,Dar Es Salaam,0
5604-001,2014-15,Dar Es Salaam,0
5605-001,2014-15,Dar Es Salaam,0
5606-001,2014-15,Dar Es Salaam,0
5608-001,2014-15,Dar Es Salaam,0
